0,2.99964e+10
25,3.06635e+10
50,3.07549e+10
75,3.07822e+10
100,3.0663e+10
125,3.03821e+10
150,3.00951e+10
175,2.97487e+10
200,2.9744e+10
225,2.97295e+10
250,2.97158e+10
275,2.97181e+10
300,2.97137e+10
325,2.9753e+10
350,2.97333e+10
375,2.97362e+10
400,2.97452e+10
425,2.97314e+10
450,2.97437e+10
475,2.97322e+10
500,2.97616e+10
525,2.97644e+10
550,2.97757e+10
575,2.97678e+10
600,2.97304e+10
625,2.97321e+10
650,2.97147e+10
675,2.97365e+10
700,2.97447e+10
725,2.9746e+10
750,2.97292e+10
775,2.97362e+10
800,2.9709e+10
825,2.97391e+10
850,2.97306e+10
875,2.97598e+10
900,2.9722e+10
925,2.97334e+10
950,2.97446e+10
975,2.97634e+10
1000,2.97516e+10
1025,2.97602e+10
1050,2.97188e+10
1075,2.97405e+10
1100,2.97489e+10
1125,2.97509e+10
1150,2.97318e+10
1175,2.97419e+10
1200,2.97447e+10
1225,2.97393e+10
1250,2.97283e+10
1275,2.96869e+10
1300,2.96915e+10
1325,2.97361e+10
1350,2.974e+10
1375,2.97334e+10
1400,2.97402e+10
1425,2.97251e+10
1450,2.97211e+10
1475,2.97242e+10
1500,2.97474e+10
1525,2.9695e+10
1550,2.97218e+10
1575,2.97361e+10
1600,2.97303e+10
1625,2.97383e+10
1650,2.97259e+10
1675,2.9722e+10
1700,2.97204e+10
1725,2.97349e+10
1750,2.97323e+10
1775,2.97536e+10
1800,2.97418e+10
1825,2.9713e+10
1850,2.97344e+10
1875,2.97614e+10
1900,2.97596e+10
1925,2.98011e+10
1950,2.97382e+10
1975,2.97562e+10
2000,2.97419e+10
2025,2.97476e+10
2050,2.97365e+10
2075,2.97599e+10
2100,2.9742e+10
2125,2.97186e+10
2150,2.97298e+10
2175,2.97542e+10
2200,2.97523e+10
2225,2.97613e+10
2250,2.97685e+10
2275,2.97193e+10
2300,2.97481e+10
2325,2.97448e+10
2350,2.97593e+10
2375,2.97661e+10
2400,2.97491e+10
2425,2.97443e+10
2450,2.97432e+10
2475,2.97398e+10
2500,2.97466e+10
2525,2.97444e+10
2550,2.97501e+10
2575,2.97667e+10
2600,2.97487e+10
2625,2.97484e+10
2650,2.97641e+10
2675,2.97508e+10
2700,2.97535e+10
2725,2.97782e+10
2750,2.97536e+10
2775,2.97313e+10
2800,2.97349e+10
2825,2.97577e+10
2850,2.97603e+10
2875,2.97542e+10
2900,2.97582e+10
2925,2.97625e+10
2950,2.97517e+10
2975,2.97596e+10
3000,2.97599e+10
3025,2.97278e+10
3050,2.97203e+10
3075,2.9751e+10
3100,2.97473e+10
3125,2.97646e+10
3150,2.9714e+10
3175,2.9747e+10
3200,2.97407e+10
3225,2.97532e+10
3250,2.97594e+10
3275,2.97581e+10
3300,2.97702e+10
3325,2.97613e+10
3350,2.97459e+10
3375,2.97333e+10
3400,2.97549e+10
3425,2.97543e+10
3450,2.9746e+10
3475,2.97518e+10
3500,2.97194e+10
3525,2.97669e+10
3550,2.9746e+10
3575,2.97509e+10
3600,2.97732e+10
3625,2.97473e+10
3650,2.97261e+10
3675,2.97607e+10
3700,2.9774e+10
3725,2.97412e+10
3750,2.97748e+10
3775,2.97513e+10
3800,2.97502e+10
3825,2.97383e+10
3850,2.97515e+10
3875,2.97729e+10
3900,2.97425e+10
3925,2.97572e+10
3950,2.976e+10
3975,2.97655e+10
4000,2.97682e+10
4025,2.97844e+10
4050,2.97557e+10
4075,2.97627e+10
4100,2.97525e+10
4125,2.97529e+10
4150,2.97552e+10
4175,2.97763e+10
4200,2.9756e+10
4225,2.97764e+10
4250,2.97658e+10
4275,2.97506e+10
4300,2.97377e+10
4325,2.97481e+10
4350,2.97626e+10
4375,2.976e+10
4400,2.9765e+10
4425,2.97654e+10
4450,2.97828e+10
4475,2.97757e+10
4500,2.97857e+10
4525,2.97683e+10
4550,2.97509e+10
4575,2.97604e+10
4600,2.97611e+10
4625,2.97676e+10
4650,2.97624e+10
4675,2.97361e+10
4700,2.97641e+10
4725,2.97371e+10
4750,2.97522e+10
4775,2.97445e+10
4800,2.97931e+10
4825,2.97785e+10
4850,2.97635e+10
4875,2.97726e+10
4900,2.97653e+10
4925,2.9749e+10
4950,2.97412e+10
4975,2.97485e+10
5000,2.9759e+10
5025,2.97484e+10
5050,2.97569e+10
5075,2.97646e+10
5100,2.97678e+10
5125,2.97605e+10
5150,2.98036e+10
5175,2.976e+10
5200,2.97622e+10
5225,2.97779e+10
5250,2.98851e+10
5275,2.98863e+10
5300,2.98026e+10
5325,2.98219e+10
5350,2.97593e+10
5375,2.98014e+10
5400,2.97462e+10
5425,2.97378e+10
5450,2.97489e+10
5475,2.97754e+10
5500,2.97403e+10
5525,2.9752e+10
5550,2.97596e+10
5575,2.97727e+10
5600,2.976e+10
5625,2.97381e+10
5650,2.97536e+10
5675,2.97434e+10
5700,2.97027e+10
5725,2.97486e+10
5750,2.97399e+10
5775,2.97514e+10
5800,2.97331e+10
5825,2.97843e+10
5850,2.97501e+10
5875,2.97773e+10
5900,2.9743e+10
5925,2.9745e+10
5950,2.97488e+10
5975,2.9774e+10
6000,2.97531e+10
6025,2.97638e+10
6050,2.9769e+10
6075,2.97733e+10
6100,2.97381e+10
6125,2.9753e+10
6150,2.97525e+10
6175,2.97415e+10
6200,2.97563e+10
6225,2.97703e+10
6250,2.97701e+10
6275,2.97599e+10
6300,2.97539e+10
6325,2.97549e+10
6350,2.97366e+10
6375,2.97611e+10
6400,2.97585e+10
6425,2.97759e+10
6450,2.97402e+10
6475,2.97653e+10
6500,2.97625e+10
6525,2.97694e+10
6550,2.97542e+10
6575,2.97593e+10
6600,2.97546e+10
6625,2.97505e+10
6650,2.9753e+10
6675,2.9768e+10
6700,2.97453e+10
6725,2.97515e+10
6750,2.97536e+10
6775,2.97588e+10
6800,2.97608e+10
6825,2.97476e+10
6850,2.9746e+10
6875,2.97714e+10
6900,2.97541e+10
6925,2.97485e+10
6950,2.975e+10
6975,2.97509e+10
7000,2.97412e+10
7025,2.97407e+10
7050,2.97453e+10
7075,2.97631e+10
7100,2.97043e+10
7125,2.97185e+10
7150,2.97864e+10
7175,2.97584e+10
7200,2.9743e+10
7225,2.97452e+10
7250,2.97438e+10
7275,2.97488e+10
7300,2.97473e+10
7325,2.97444e+10
7350,2.9714e+10
7375,2.9725e+10
7400,2.97502e+10
7425,2.97563e+10
7450,2.97071e+10
7475,2.97475e+10
7500,2.97472e+10
7525,2.97674e+10
7550,2.97521e+10
7575,2.97733e+10
7600,2.97386e+10
7625,2.97614e+10
7650,2.97399e+10
7675,2.97477e+10
7700,2.97486e+10
7725,2.97254e+10
7750,2.97504e+10
7775,2.97541e+10
7800,2.97471e+10
7825,2.97491e+10
7850,2.97622e+10
7875,2.97547e+10
7900,2.97463e+10
7925,2.97179e+10
7950,2.97523e+10
7975,2.97381e+10
8000,2.97411e+10
8025,2.97571e+10
8050,2.97463e+10
8075,2.9751e+10
8100,2.97289e+10
8125,2.97529e+10
8150,2.97275e+10
8175,2.97191e+10
8200,2.97372e+10
8225,2.97441e+10
8250,2.97537e+10
8275,2.97713e+10
8300,2.97431e+10
8325,2.97616e+10
8350,2.97527e+10
8375,2.97457e+10
8400,2.97337e+10
8425,2.97494e+10
8450,2.97462e+10
8475,2.97335e+10
8500,2.97334e+10
8525,2.97435e+10
8550,2.97494e+10
8575,2.97315e+10
8600,2.97427e+10
8625,2.97611e+10
8650,2.97649e+10
8675,2.97498e+10
8700,2.97371e+10
8725,2.97457e+10
8750,2.97262e+10
8775,2.97337e+10
8800,2.97185e+10
8825,2.97394e+10
8850,2.97384e+10
8875,2.97265e+10
8900,2.97332e+10
8925,2.9749e+10
8950,2.97489e+10
8975,2.97627e+10
9000,2.97349e+10
9025,2.97443e+10
9050,2.97502e+10
9075,2.97413e+10
9100,2.97173e+10
9125,2.97296e+10
9150,2.96947e+10
9175,2.97227e+10
9200,2.97158e+10
9225,2.97392e+10
9250,2.96869e+10
9275,2.9732e+10
9300,2.97297e+10
9325,2.97375e+10
9350,2.9737e+10
9375,2.97491e+10
9400,2.97296e+10
9425,2.97329e+10
9450,2.96989e+10
9475,2.97273e+10
9500,2.96917e+10
9525,2.9734e+10
9550,2.97144e+10
9575,2.97194e+10
9600,2.97232e+10
9625,2.9722e+10
9650,2.97227e+10
9675,2.9753e+10
9700,2.97303e+10
9725,2.97293e+10
9750,2.97256e+10
9775,2.97332e+10
9800,2.97177e+10
9825,2.97273e+10
9850,3.00571e+10
9875,3.03531e+10
9900,3.05603e+10
9925,3.07033e+10
9950,3.06979e+10
9975,3.04774e+10
